"Profile","RowID","DestinationPin","DestinationCell","ExpectedDestinationClock","ResolvedDestinationClocks","StartpointCell","StartpointRef","StartpointClocks","ClockRelation"
"product","CDC1-CHG-0002","G2B_ONECH_C2H/axis_state_reg[0]/D","G2B_ONECH_C2H/axis_state_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/stats_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0002","G2B_ONECH_C2H/axis_state_reg[0]/D","G2B_ONECH_C2H/axis_state_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/stored_enable_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0002","G2B_ONECH_C2H/axis_state_reg[0]/D","G2B_ONECH_C2H/axis_state_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/stream_reset_busy_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0002","G2B_ONECH_C2H/axis_state_reg[0]/D","G2B_ONECH_C2H/axis_state_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/stream_reset_is_hard_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0002","G2B_ONECH_C2H/axis_state_reg[0]/D","G2B_ONECH_C2H/axis_state_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/transport_ack_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0002","G2B_ONECH_C2H/axis_state_reg[0]/D","G2B_ONECH_C2H/axis_state_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/transport_followup_hard_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0002","G2B_ONECH_C2H/axis_state_reg[0]/D","G2B_ONECH_C2H/axis_state_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/transport_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0002","G2B_ONECH_C2H/axis_state_reg[0]/D","G2B_ONECH_C2H/axis_state_reg[0]","userclk1","userclk1","XDMA/inst/udma_wrapper/dma_top/dma_enable.axist.dma_axist/axist_c2h[0].dma_axist_slv/axi_rdy_100_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0002","G2B_ONECH_C2H/axis_state_reg[0]/D","G2B_ONECH_C2H/axis_state_reg[0]","userclk1","userclk1","XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/user_reset_out_reg","FDPE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[4]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[6]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[7]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[8]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[9]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[10]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[11]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[12]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[13]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[14]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[15]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/araddr_stored_reg[16]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[4]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[6]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[7]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[8]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[9]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[10]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[11]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[12]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[13]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[14]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[15]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/awaddr_stored_reg[16]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/FSM_onehot_state_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/FSM_onehot_state_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/wdata_stored_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/wdata_stored_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/wdata_stored_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","AXI_LITE_HOST_BRIDGE/wstrb_stored_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_beat_index_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_beat_index_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_beat_index_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_beat_index_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_beat_index_reg[4]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_beat_index_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_beat_index_reg[6]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_beat_index_reg[7]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_beat_index_reg[8]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_state_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_state_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/axis_state_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_fifo_count_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_fifo_count_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_fifo_count_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_seen_axi_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_seen_axi_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_seen_axi_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_seen_axi_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_sync2_axi_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_sync2_axi_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_sync2_axi_reg[2]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/commit_sync2_axi_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/enable_ack_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/enable_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/enable_retry_after_reset_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/error_status_axi_reg[3]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/error_status_axi_reg[4]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/error_status_axi_reg[5]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/formatter_fatal_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/formatter_seen_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/hard_source_clear_observed_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/mmio_rsp_valid_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/mmio_state_reg[0]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/mmio_state_reg[1]","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/own_ack_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/own_ok_hold_source_reg","FDRE","nvp_vclk1","CROSS_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/own_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/ownership_fatal_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/ownership_seen_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/pending_enable_value_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/pending_stats_enable_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/pending_stats_then_stream_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[0]","FDRE","nvp_vclk1","CROSS_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","FDRE","nvp_vclk1","CROSS_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[2]","FDRE","nvp_vclk1","CROSS_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[3]","FDRE","nvp_vclk1","CROSS_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/ring_empty_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/snapshot_busy_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/standalone_req_seen_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/standalone_req_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/stats_ack_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/stats_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/stored_enable_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/stream_reset_busy_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/stream_reset_is_hard_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/transport_ack_sync2_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/transport_followup_hard_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/transport_req_toggle_axi_reg","FDRE","userclk1","SAME_CLOCK"
"product","CDC1-CHG-0003","G2B_ONECH_C2H/axis_state_reg[1]/D","G2B_ONECH_C2H/axis_state_reg[1]","userclk1","userclk1","XDMA/inst/udma_wrapper/dma_top/dma_enable.axist.dma_axist/axist_c2h[0].dma_axist_slv/axi_rdy_100_reg","FDRE","userclk1","SAME_CLOCK"
